Year	Area	Variable	Generation (TWh)	Share of production (%)	Change on last year (%)	Change on last year (TWh)
2001	Greece	Bioenergy	0	0	Inf	0
2001	Greece	Other renewables	0	0		0
2001	Greece	Production	53		-1	0
2001	Greece	Net imports	3		-22827	3
2001	Greece	Demand	56		4	2
2001	Hungary	Fossil	22	61	6	1
2001	Hungary	Coal	9	24	-8	-1
2001	Hungary	Hard Coal	0	0	-25	0
2001	Hungary	Lignite	9	24	-8	-1
2001	Hungary	Gas	9	24	34	2
2001	Hungary	Other fossil	4	12	-5	0
2001	Hungary	Nuclear	14	39	0	0
2001	Hungary	Renewables	0	1	6	0
2001	Hungary	Hydro	0	1	4	0
2001	Hungary	Wind and solar	0	0	Inf	0
2001	Hungary	Wind	0	0	Inf	0
2001	Hungary	Solar	0	0		0
2001	Hungary	Bioenergy	0	0	8	0
2001	Hungary	Other renewables	0	0		0
2001	Hungary	Production	36		3	1
2001	Hungary	Net imports	3		-8	0
2001	Hungary	Demand	40		2	1
2001	Ireland	Fossil	24	96	5	1
2001	Ireland	Coal	7	29	4	0
2001	Ireland	Hard Coal	7	29	4	0
2001	Ireland	Lignite	0	0		0
2001	Ireland	Gas	9	37	-1	0
2001	Ireland	Other fossil	7	30	15	1
2001	Ireland	Nuclear	0	0		0
2001	Ireland	Renewables	1	4	-13	0
2001	Ireland	Hydro	1	2	-30	0
2001	Ireland	Wind and solar	0	1	37	0
2001	Ireland	Wind	0	1	37	0
2001	Ireland	Solar	0	0		0
2001	Ireland	Bioenergy	0	0	2	0
2001	Ireland	Other renewables	0	0		0
2001	Ireland	Production	25		4	1
2001	Ireland	Net imports	0		-355	0
2001	Ireland	Demand	24		3	1
2001	Italy	Fossil	217	80	-1	-2
2001	Italy	Coal	32	12	21	5
2001	Italy	Hard Coal	32	12	21	5
2001	Italy	Lignite	0	0	-50	0
2001	Italy	Gas	104	38	3	3
2001	Italy	Other fossil	81	30	-11	-10
2001	Italy	Nuclear	0	0		0
2001	Italy	Renewables	54	20	7	3
2001	Italy	Hydro	47	17	6	3
2001	Italy	Wind and solar	1	0	106	1
2001	Italy	Wind	1	0	109	1
2001	Italy	Solar	0	0	6	0
2001	Italy	Bioenergy	2	1	31	0
2001	Italy	Other renewables	5	2	-4	0
2001	Italy	Production	271		1	2
2001	Italy	Net imports	48		9	4
2001	Italy	Demand	319		2	6
2001	Latvia	Fossil	1	34	10	0
2001	Latvia	Coal	0	0		0
2001	Latvia	Hard Coal	0	0		0
2001	Latvia	Lignite	0	0		0
2001	Latvia	Gas	1	30	16	0
2001	Latvia	Other fossil	0	3	-26	0
2001	Latvia	Nuclear	0	0		0
2001	Latvia	Renewables	3	66	1	0
2001	Latvia	Hydro	3	66	0	0
2001	Latvia	Wind and solar	0	0	-22	0
2001	Latvia	Wind	0	0	-22	0
2001	Latvia	Solar	0	0		0
2001	Latvia	Bioenergy	0	0	Inf	0
2001	Latvia	Other renewables	0	0		0
2001	Latvia	Production	4		3	0
2001	Latvia	Net imports	2		5	0
2001	Latvia	Demand	6		4	0
2001	Lithuania	Fossil	3	18	15	0
2001	Lithuania	Coal	0	0		0
2001	Lithuania	Hard Coal	0	0		0
2001	Lithuania	Lignite	0	0		0
2001	Lithuania	Gas	2	13	17	0
2001	Lithuania	Other fossil	1	5	10	0
2001	Lithuania	Nuclear	11	79	35	3
2001	Lithuania	Renewables	0	2	-4	0
2001	Lithuania	Hydro	0	2	-4	0
2001	Lithuania	Wind and solar	0	0		0
2001	Lithuania	Wind	0	0		0
2001	Lithuania	Solar	0	0		0
2001	Lithuania	Bioenergy	0	0	Inf	0
2001	Lithuania	Other renewables	0	0		0
2001	Lithuania	Production	14		30	3
2001	Lithuania	Net imports	-4		197	-3
2001	Lithuania	Demand	10		7	1
2001	Luxembourg	Fossil	1	81	182	0
2001	Luxembourg	Coal	0	0		0
2001	Luxembourg	Hard Coal	0	0		0
2001	Luxembourg	Lignite	0	0		0
2001	Luxembourg	Gas	1	77	211	0
2001	Luxembourg	Other fossil	0	4	0	0
2001	Luxembourg	Nuclear	0	0		0
2001	Luxembourg	Renewables	0	19	-2	0
2001	Luxembourg	Hydro	0	14	-4	0
2001	Luxembourg	Wind and solar	0	3	-4	0
2001	Luxembourg	Wind	0	3	-4	0
2001	Luxembourg	Solar	0	0	15	0
2001	Luxembourg	Bioenergy	0	3	16	0
2001	Luxembourg	Other renewables	0	0		0
2001	Luxembourg	Production	1		107	0
2001	Luxembourg	Net imports	5		-7	0
2001	Luxembourg	Demand	6		1	0
2001	Malta	Fossil	2	100	1	0
2001	Malta	Coal	0	0		0
2001	Malta	Hard Coal	0	0		0
2001	Malta	Lignite	0	0		0
2001	Malta	Gas	0	0		0
2001	Malta	Other fossil	2	100	1	0
2001	Malta	Nuclear	0	0		0
2001	Malta	Renewables	0	0		0
2001	Malta	Hydro	0	0		0
2001	Malta	Wind and solar	0	0		0
2001	Malta	Wind	0	0		0
2001	Malta	Solar	0	0		0
2001	Malta	Bioenergy	0	0		0
2001	Malta	Other renewables	0	0		0
2001	Malta	Production	2		1	0
2001	Malta	Net imports	0			0
2001	Malta	Demand	2		1	0
2001	Netherlands	Fossil	86	92	4	4
2001	Netherlands	Coal	25	27	5	1
2001	Netherlands	Hard Coal	25	27	5	1
2001	Netherlands	Lignite	0	0		0
2001	Netherlands	Gas	54	58	4	2
2001	Netherlands	Other fossil	7	7	3	0
2001	Netherlands	Nuclear	4	4	1	0
2001	Netherlands	Renewables	3	4	11	0
2001	Netherlands	Hydro	0	0	-18	0
2001	Netherlands	Wind and solar	1	1	0	0
2001	Netherlands	Wind	1	1	0	0
2001	Netherlands	Solar	0	0	52	0
2001	Netherlands	Bioenergy	2	3	18	0
2001	Netherlands	Other renewables	0	0		0
2001	Netherlands	Production	93		5	4
2001	Netherlands	Net imports	17		-9	-2
2001	Netherlands	Demand	111		2	2
2001	Poland	Fossil	141	98	0	0
2001	Poland	Coal	135	94	-1	-1
2001	Poland	Hard Coal	80	56	-2	-2
2001	Poland	Lignite	55	38	2	1
2001	Poland	Gas	1	1	46	0
2001	Poland	Other fossil	5	3	14	1
2001	Poland	Nuclear	0	0		0
2001	Poland	Renewables	3	2	19	0
2001	Poland	Hydro	2	2	10	0
2001	Poland	Wind and solar	0	0	180	0
2001	Poland	Wind	0	0	180	0
2001	Poland	Solar	0	0		0
2001	Poland	Bioenergy	0	0	101	0
2001	Poland	Other renewables	0	0		0
2001	Poland	Production	144		0	1
2001	Poland	Net imports	-7		6	0
2001	Poland	Demand	137		0	0
2001	Portugal	Fossil	30	66	0	0
2001	Portugal	Coal	14	29	-7	-1
2001	Portugal	Hard Coal	14	29	-7	-1
2001	Portugal	Lignite	0	0		0
2001	Portugal	Gas	7	16	1	0
2001	Portugal	Other fossil	10	21	10	1
2001	Portugal	Nuclear	0	0		0
2001	Portugal	Renewables	16	34	22	3
2001	Portugal	Hydro	14	30	24	3
2001	Portugal	Wind and solar	0	1	52	0
2001	Portugal	Wind	0	1	52	0
2001	Portugal	Solar	0	0	0	0
2001	Portugal	Bioenergy	1	3	4	0
2001	Portugal	Other renewables	0	0	31	0
2001	Portugal	Production	46		6	3
2001	Portugal	Net imports	0		-74	-1
2001	Portugal	Demand	46		5	2
2001	Romania	Fossil	33	62	6	2
2001	Romania	Coal	20	37	4	1
2001	Romania	Hard Coal	1	2	142	1
2001	Romania	Lignite	19	35	1	0
2001	Romania	Gas	8	15	-10	-1
2001	Romania	Other fossil	5	10	59	2
2001	Romania	Nuclear	5	10	0	0
2001	Romania	Renewables	15	28	1	0
2001	Romania	Hydro	15	28	1	0
2001	Romania	Wind and solar	0	0		0
2001	Romania	Wind	0	0		0
2001	Romania	Solar	0	0		0
2001	Romania	Bioenergy	0	0		0
2001	Romania	Other renewables	0	0		0
2001	Romania	Production	54		4	2
2001	Romania	Net imports	-1		88	-1
2001	Romania	Demand	52		3	1
2001	Slovakia	Fossil	10	30	0	0
2001	Slovakia	Coal	6	18	4	0
2001	Slovakia	Hard Coal	3	10	-5	0
2001	Slovakia	Lignite	3	8	19	0
2001	Slovakia	Gas	3	8	-19	-1
2001	Slovakia	Other fossil	1	4	49	0
2001	Slovakia	Nuclear	17	54	4	1
2001	Slovakia	Renewables	5	16	10	0
2001	Slovakia	Hydro	5	15	7	0
2001	Slovakia	Wind and solar	0	0		0
2001	Slovakia	Wind	0	0		0
2001	Slovakia	Solar	0	0		0
2001	Slovakia	Bioenergy	0	0	Inf	0
2001	Slovakia	Other renewables	0	0		0
2001	Slovakia	Production	32		3	1
2001	Slovakia	Net imports	-4		36	-1
2001	Slovakia	Demand	28		0	0
2001	Slovenia	Fossil	5	37	8	0
2001	Slovenia	Coal	5	34	7	0
2001	Slovenia	Hard Coal	0	2	15	0
2001	Slovenia	Lignite	5	32	6	0
2001	Slovenia	Gas	0	2	1	0
2001	Slovenia	Other fossil	0	1	129	0
2001	Slovenia	Nuclear	5	36	10	0
2001	Slovenia	Renewables	4	27	-1	0
2001	Slovenia	Hydro	4	26	-1	0
2001	Slovenia	Wind and solar	0	0		0
2001	Slovenia	Wind	0	0		0
2001	Slovenia	Solar	0	0		0
2001	Slovenia	Bioenergy	0	0	3	0
2001	Slovenia	Other renewables	0	0		0
2001	Slovenia	Production	14		6	1
2001	Slovenia	Net imports	-2		34	0
2001	Slovenia	Demand	13		3	0
2001	Spain	Fossil	120	52	-3	-4
2001	Spain	Coal	70	30	-11	-9
2001	Spain	Hard Coal	64	27	-12	-9
2001	Spain	Lignite	6	3	3	0
2001	Spain	Gas	23	10	16	3
2001	Spain	Other fossil	26	11	6	1
2001	Spain	Nuclear	64	27	2	2
2001	Spain	Renewables	49	21	43	15
2001	Spain	Hydro	41	18	45	13
2001	Spain	Wind and solar	7	3	43	2
2001	Spain	Wind	7	3	43	2
2001	Spain	Solar	0	0	21	0
2001	Spain	Bioenergy	2	1	9	0
2001	Spain	Other renewables	0	0		0
2001	Spain	Production	233		5	12
2001	Spain	Net imports	3		-22	-1
2001	Spain	Demand	237		5	11
2001	Sweden	Fossil	6	4	29	1
2001	Sweden	Coal	2	1	15	0
2001	Sweden	Hard Coal	2	1	15	0
2001	Sweden	Lignite	0	0		0
2001	Sweden	Gas	0	0	-18	0
2001	Sweden	Other fossil	4	2	47	1
2001	Sweden	Nuclear	72	45	26	15
2001	Sweden	Renewables	83	52	0	0
2001	Sweden	Hydro	79	49	1	0
2001	Sweden	Wind and solar	0	0	5	0
2001	Sweden	Wind	0	0	5	0
2001	Sweden	Solar	0	0	7	0
2001	Sweden	Bioenergy	4	2	-8	0
2001	Sweden	Other renewables	0	0		0
2001	Sweden	Production	162		11	16
2001	Sweden	Net imports	-7		-256	-12
2001	Sweden	Demand	154		3	4
2001	United Kingdom	Fossil	283	74	1	3
2001	United Kingdom	Coal	131	34	10	12
2001	United Kingdom	Hard Coal	131	34	10	12
2001	United Kingdom	Lignite	0	0		0
2001	United Kingdom	Gas	142	37	-4	-6
2001	United Kingdom	Other fossil	9	2	-17	-2
2001	United Kingdom	Nuclear	90	24	6	5
2001	United Kingdom	Renewables	10	2	-4	0
2001	United Kingdom	Hydro	4	1	-20	-1
2001	United Kingdom	Wind and solar	1	0	2	0
2001	United Kingdom	Wind	1	0	2	0
2001	United Kingdom	Solar	0	0	82	0
2001	United Kingdom	Bioenergy	5	1	15	1
2001	United Kingdom	Other renewables	0	0	Inf	0
2001	United Kingdom	Production	382		2	8
2001	United Kingdom	Net imports	10		-27	-4
2001	United Kingdom	Demand	393		1	4
2002	Austria	Fossil	19	31	0	0
2002	Austria	Coal	7	11	-4	0
2002	Austria	Hard Coal	5	8	-3	0
2002	Austria	Lignite	1	2	-8	0
2002	Austria	Gas	9	15	6	1
2002	Austria	Other fossil	3	5	-10	0
2002	Austria	Nuclear	0	0		0
2002	Austria	Renewables	42	69	-1	0
2002	Austria	Hydro	40	66	-1	0
2002	Austria	Wind and solar	0	0	35	0
2002	Austria	Wind	0	0	34	0
2002	Austria	Solar	0	0	69	0
2002	Austria	Bioenergy	2	3	-9	0
2002	Austria	Other renewables	0	0	Inf	0
2002	Austria	Production	61		-1	0
2002	Austria	Net imports	1		225	0
2002	Austria	Demand	61		0	0
2002	Belgium	Fossil	32	40	4	1
2002	Belgium	Coal	10	12	1	0
2002	Belgium	Hard Coal	10	12	1	0
2002	Belgium	Lignite	0	0		0
2002	Belgium	Gas	18	22	13	2
2002	Belgium	Other fossil	5	6	-17	-1
2002	Belgium	Nuclear	47	59	2	1
2002	Belgium	Renewables	1	1	6	0
2002	Belgium	Hydro	0	0	-18	0
2002	Belgium	Wind and solar	0	0	54	0
2002	Belgium	Wind	0	0	54	0
2002	Belgium	Solar	0	0		0
2002	Belgium	Bioenergy	1	1	21	0
2002	Belgium	Other renewables	0	0		0
2002	Belgium	Production	81		3	2
2002	Belgium	Net imports	8		-17	-2
2002	Belgium	Demand	89		1	1
2002	Bulgaria	Fossil	20	47	-11	-2
2002	Bulgaria	Coal	17	41	-12	-2
2002	Bulgaria	Hard Coal	4	9	-13	-1
2002	Bulgaria	Lignite	13	32	-12	-2
2002	Bulgaria	Gas	2	4	-19	0
2002	Bulgaria	Other fossil	1	2	23	0
2002	Bulgaria	Nuclear	20	48	3	1
2002	Bulgaria	Renewables	2	5	28	0
2002	Bulgaria	Hydro	2	5	28	0
2002	Bulgaria	Wind and solar	0	0		0
2002	Bulgaria	Wind	0	0		0
2002	Bulgaria	Solar	0	0		0
2002	Bulgaria	Bioenergy	0	0		0
2002	Bulgaria	Other renewables	0	0		0
2002	Bulgaria	Production	42		-3	-1
2002	Bulgaria	Net imports	-6		-9	1
2002	Bulgaria	Demand	36		-2	-1
2002	Croatia	Fossil	7	54	23	1
2002	Croatia	Coal	2	17	29	0
2002	Croatia	Hard Coal	2	16	29	0
2002	Croatia	Lignite	0	0	0	0
2002	Croatia	Gas	3	20	39	1
2002	Croatia	Other fossil	2	17	4	0
2002	Croatia	Nuclear	0	0		0
2002	Croatia	Renewables	6	46	-19	-1
2002	Croatia	Hydro	6	46	-19	-1
2002	Croatia	Wind and solar	0	0		0
2002	Croatia	Wind	0	0		0
2002	Croatia	Solar	0	0		0
2002	Croatia	Bioenergy	0	0		0
2002	Croatia	Other renewables	0	0		0
2002	Croatia	Production	13		-1	0
2002	Croatia	Net imports	3		20	1
2002	Croatia	Demand	16		3	0
2002	Cyprus	Fossil	4	100	7	0
2002	Cyprus	Coal	0	0		0
2002	Cyprus	Hard Coal	0	0		0
2002	Cyprus	Lignite	0	0		0
2002	Cyprus	Gas	0	0		0
2002	Cyprus	Other fossil	4	100	7	0
2002	Cyprus	Nuclear	0	0		0
2002	Cyprus	Renewables	0	0		0
2002	Cyprus	Hydro	0	0		0
2002	Cyprus	Wind and solar	0	0		0
2002	Cyprus	Wind	0	0		0
2002	Cyprus	Solar	0	0		0
2002	Cyprus	Bioenergy	0	0		0
2002	Cyprus	Other renewables	0	0		0
2002	Cyprus	Production	4		7	0
2002	Cyprus	Net imports	0			0
2002	Cyprus	Demand	4		7	0
2002	Czech Republic	Fossil	54	71	-5	-3
2002	Czech Republic	Coal	50	66	-5	-3
2002	Czech Republic	Hard Coal	5	7	-4	0
2002	Czech Republic	Lignite	44	59	-5	-2
2002	Czech Republic	Gas	2	2	2	0
2002	Czech Republic	Other fossil	3	4	0	0
2002	Czech Republic	Nuclear	19	25	27	4
2002	Czech Republic	Renewables	3	4	16	0
2002	Czech Republic	Hydro	2	3	21	0
2002	Czech Republic	Wind and solar	0	0	2532	0
2002	Czech Republic	Wind	0	0	Inf	0
2002	Czech Republic	Solar	0	0	43	0
2002	Czech Republic	Bioenergy	1	1	-4	0
2002	Czech Republic	Other renewables	0	0		0
2002	Czech Republic	Production	76		2	2
2002	Czech Republic	Net imports	-11		19	-2
2002	Czech Republic	Demand	65		0	0
2002	Denmark	Fossil	32	83	2	1
2002	Denmark	Coal	18	46	2	0
2002	Denmark	Hard Coal	18	46	2	0
2002	Denmark	Lignite	0	0		0
2002	Denmark	Gas	10	24	3	0
2002	Denmark	Other fossil	5	12	-3	0
2002	Denmark	Nuclear	0	0		0
2002	Denmark	Renewables	7	17	16	1
2002	Denmark	Hydro	0	0	14	0
2002	Denmark	Wind and solar	5	12	13	1
2002	Denmark	Wind	5	12	13	1
2002	Denmark	Solar	0	0	0	0
2002	Denmark	Bioenergy	2	5	24	0
2002	Denmark	Other renewables	0	0		0
2002	Denmark	Production	39		4	2
2002	Denmark	Net imports	-2		260	-1
2002	Denmark	Demand	37		0	0
2002	Estonia	Fossil	8	100	0	0
2002	Estonia	Coal	0	0		0
2002	Estonia	Hard Coal	0	0		0
2002	Estonia	Lignite	0	0		0
2002	Estonia	Gas	1	6	-12	0
2002	Estonia	Other fossil	8	93	1	0
2002	Estonia	Nuclear	0	0		0
2002	Estonia	Renewables	0	0	67	0
2002	Estonia	Hydro	0	0	-14	0
2002	Estonia	Wind and solar	0	0	Inf	0
2002	Estonia	Wind	0	0	Inf	0
2002	Estonia	Solar	0	0		0
2002	Estonia	Bioenergy	0	0	109	0
2002	Estonia	Other renewables	0	0		0
2002	Estonia	Production	9		1	0
2002	Estonia	Net imports	-1		11	0
2002	Estonia	Demand	8		0	0
2002	EU-27	Fossil	1428	52	4	50
2002	EU-27	Coal	807	30	2	15
2002	EU-27	Hard Coal	460	17	4	18
2002	EU-27	Lignite	347	13	-1	-3
2002	EU-27	Gas	375	14	7	23
2002	EU-27	Other fossil	246	9	5	12
2002	EU-27	Nuclear	902	33	2	13
2002	EU-27	Renewables	393	14	-10	-46
2002	EU-27	Hydro	315	12	-16	-61
2002	EU-27	Wind and solar	35	1	36	9
2002	EU-27	Wind	35	1	36	9
2002	EU-27	Solar	0	0	69	0
2002	EU-27	Bioenergy	38	1	17	5
2002	EU-27	Other renewables	5	0	3	0
2002	EU-27	Production	2724		1	18
2002	EU-27	Net imports	-2		-74	6
2002	EU-27	Demand	2721		1	24
2002	EU27+1	Fossil	1714	55	3	53
2002	EU27+1	Coal	932	30	1	8
2002	EU27+1	Hard Coal	584	19	2	11
2002	EU27+1	Lignite	347	11	-1	-3
2002	EU27+1	Gas	527	17	7	34
2002	EU27+1	Other fossil	255	8	5	12
2002	EU27+1	Nuclear	990	32	1	11
2002	EU27+1	Renewables	404	13	-10	-44
2002	EU27+1	Hydro	319	10	-16	-60
2002	EU27+1	Wind and solar	37	1	36	10
2002	EU27+1	Wind	36	1	36	10
2002	EU27+1	Solar	0	0	69	0
2002	EU27+1	Bioenergy	43	1	16	6
2002	EU27+1	Other renewables	5	0	3	0
2002	EU27+1	Production	3108		1	20
2002	EU27+1	Net imports	6		200	4
2002	EU27+1	Demand	3114		1	24
2002	Finland	Fossil	33	44	9	3
2002	Finland	Coal	13	17	20	2
2002	Finland	Hard Coal	13	17	20	2
2002	Finland	Lignite	0	0		0
2002	Finland	Gas	12	16	-1	0
2002	Finland	Other fossil	8	11	8	1
2002	Finland	Nuclear	22	30	-2	0
2002	Finland	Renewables	20	27	-8	-2
2002	Finland	Hydro	11	14	-18	-2
2002	Finland	Wind and solar	0	0	-8	0
2002	Finland	Wind	0	0	-9	0
2002	Finland	Solar	0	0	9	0
2002	Finland	Bioenergy	9	12	9	1
2002	Finland	Other renewables	0	0		0
2002	Finland	Production	75		1	0
2002	Finland	Net imports	12		20	2
2002	Finland	Demand	87		3	2
2002	France	Fossil	53	10	13	6
2002	France	Coal	24	4	16	3
2002	France	Hard Coal	23	4	17	3
2002	France	Lignite	0	0	-39	0
2002	France	Gas	18	3	21	3
2002	France	Other fossil	11	2	-2	0
2002	France	Nuclear	437	79	4	16
2002	France	Renewables	64	12	-17	-14
2002	France	Hydro	60	11	-19	-14
2002	France	Wind and solar	0	0	98	0
2002	France	Wind	0	0	102	0
2002	France	Solar	0	0	15	0
2002	France	Bioenergy	3	1	7	0
2002	France	Other renewables	0	0	2	0
2002	France	Production	554		2	8
2002	France	Net imports	-77		13	-9
2002	France	Demand	477		0	0
2002	Germany	Fossil	371	64	0	-1
2002	Germany	Coal	293	50	0	-1
2002	Germany	Hard Coal	135	23	-3	-4
2002	Germany	Lignite	158	27	2	3
2002	Germany	Gas	56	10	1	1
2002	Germany	Other fossil	22	4	-4	-1
2002	Germany	Nuclear	165	28	-4	-7
2002	Germany	Renewables	46	8	18	7
2002	Germany	Hydro	24	4	2	1
2002	Germany	Wind and solar	16	3	51	5
2002	Germany	Wind	16	3	50	5
2002	Germany	Solar	0	0	100	0
2002	Germany	Bioenergy	6	1	23	1
2002	Germany	Other renewables	0	0		0
2002	Germany	Production	582		0	0
2002	Germany	Net imports	1		-154	2
2002	Germany	Demand	583		0	2
2002	Greece	Fossil	50	93	0	0
2002	Greece	Coal	35	64	-2	-1
2002	Greece	Hard Coal	0	0	233	0
2002	Greece	Lignite	35	64	-2	-1
2002	Greece	Gas	7	13	15	1
2002	Greece	Other fossil	9	16	2	0
2002	Greece	Nuclear	0	0		0
2002	Greece	Renewables	4	7	22	1
2002	Greece	Hydro	3	5	34	1
2002	Greece	Wind and solar	1	1	-14	0
2002	Greece	Wind	1	1	-14	0
2002	Greece	Solar	0	0		0
2002	Greece	Bioenergy	0	0	59	0
2002	Greece	Other renewables	0	0		0
2002	Greece	Production	54		2	1
2002	Greece	Net imports	3		16	0
2002	Greece	Demand	57		2	1
2002	Hungary	Fossil	22	61	0	0
2002	Hungary	Coal	9	25	2	0
2002	Hungary	Hard Coal	0	0	86	0
2002	Hungary	Lignite	9	25	1	0
2002	Hungary	Gas	11	30	21	2
2002	Hungary	Other fossil	2	6	-48	-2
2002	Hungary	Nuclear	14	39	-1	0
2002	Hungary	Renewables	0	1	-8	0
2002	Hungary	Hydro	0	1	4	0
2002	Hungary	Wind and solar	0	0	0	0
2002	Hungary	Wind	0	0	0	0
2002	Hungary	Solar	0	0		0
2002	Hungary	Bioenergy	0	0	-40	0
2002	Hungary	Other renewables	0	0		0
2002	Hungary	Production	36		-1	0
2002	Hungary	Net imports	4		34	1
2002	Hungary	Demand	40		2	1
2002	Ireland	Fossil	23	94	-1	0
2002	Ireland	Coal	7	27	-3	0
2002	Ireland	Hard Coal	7	27	-3	0
2002	Ireland	Lignite	0	0		0
2002	Ireland	Gas	11	44	18	2
2002	Ireland	Other fossil	6	23	-21	-2
2002	Ireland	Nuclear	0	0		0
2002	Ireland	Renewables	1	6	35	0
2002	Ireland	Hydro	1	4	53	0
2002	Ireland	Wind and solar	0	2	16	0
2002	Ireland	Wind	0	2	16	0
2002	Ireland	Solar	0	0		0
2002	Ireland	Bioenergy	0	0	-15	0
2002	Ireland	Other renewables	0	0		0
2002	Ireland	Production	25		1	0
2002	Ireland	Net imports	1		-301	1
2002	Ireland	Demand	25		4	1
2002	Italy	Fossil	228	83	5	12
2002	Italy	Coal	35	13	12	4
2002	Italy	Hard Coal	35	13	12	4
2002	Italy	Lignite	0	0	-100	0
2002	Italy	Gas	99	36	-5	-5
2002	Italy	Other fossil	94	34	16	13
2002	Italy	Nuclear	0	0		0
2002	Italy	Renewables	48	17	-11	-6
2002	Italy	Hydro	40	14	-16	-7
2002	Italy	Wind and solar	1	1	19	0
2002	Italy	Wind	1	1	19	0
2002	Italy	Solar	0	0	11	0
2002	Italy	Bioenergy	3	1	48	1
2002	Italy	Other renewables	5	2	3	0
2002	Italy	Production	277		2	6
2002	Italy	Net imports	51		5	2
2002	Italy	Demand	327		2	8
2002	Latvia	Fossil	1	37	3	0
2002	Latvia	Coal	0	0		0
2002	Latvia	Hard Coal	0	0		0
2002	Latvia	Lignite	0	0		0
2002	Latvia	Gas	1	33	1	0
2002	Latvia	Other fossil	0	4	29	0
2002	Latvia	Nuclear	0	0		0
2002	Latvia	Renewables	2	63	-12	0
2002	Latvia	Hydro	2	62	-13	0
2002	Latvia	Wind and solar	0	0	227	0
2002	Latvia	Wind	0	0	227	0
2002	Latvia	Solar	0	0		0
2002	Latvia	Bioenergy	0	0	273	0
2002	Latvia	Other renewables	0	0		0
2002	Latvia	Production	4		-7	0
2002	Latvia	Net imports	2		25	0
2002	Latvia	Demand	6		3	0
2002	Lithuania	Fossil	3	15	2	0
2002	Lithuania	Coal	0	0		0
2002	Lithuania	Hard Coal	0	0		0
2002	Lithuania	Lignite	0	0		0
2002	Lithuania	Gas	2	12	12	0
2002	Lithuania	Other fossil	1	3	-24	0
2002	Lithuania	Nuclear	14	82	24	3
2002	Lithuania	Renewables	0	2	9	0
2002	Lithuania	Hydro	0	2	9	0
2002	Lithuania	Wind and solar	0	0		0
2002	Lithuania	Wind	0	0		0
2002	Lithuania	Solar	0	0		0
2002	Lithuania	Bioenergy	0	0	94	0
2002	Lithuania	Other renewables	0	0		0
2002	Lithuania	Production	17		20	3
2002	Lithuania	Net imports	-6		64	-3
2002	Lithuania	Demand	11		3	0
2002	Luxembourg	Fossil	3	95	280	2
2002	Luxembourg	Coal	0	0		0
2002	Luxembourg	Hard Coal	0	0		0
2002	Luxembourg	Lignite	0	0		0
2002	Luxembourg	Gas	3	93	294	2
2002	Luxembourg	Other fossil	0	1	1	0
2002	Luxembourg	Nuclear	0	0		0
2002	Luxembourg	Renewables	0	5	-10	0
2002	Luxembourg	Hydro	0	4	-16	0
2002	Luxembourg	Wind and solar	0	1	3	0
2002	Luxembourg	Wind	0	1	3	0
2002	Luxembourg	Solar	0	0	28	0
2002	Luxembourg	Bioenergy	0	1	4	0
2002	Luxembourg	Other renewables	0	0		0
2002	Luxembourg	Production	3		224	2
2002	Luxembourg	Net imports	3		-35	-2
2002	Luxembourg	Demand	6		2	0
2002	Malta	Fossil	2	100	6	0
2002	Malta	Coal	0	0		0
2002	Malta	Hard Coal	0	0		0
2002	Malta	Lignite	0	0		0
2002	Malta	Gas	0	0		0
2002	Malta	Other fossil	2	100	6	0
2002	Malta	Nuclear	0	0		0
2002	Malta	Renewables	0	0		0
2002	Malta	Hydro	0	0		0
2002	Malta	Wind and solar	0	0		0
2002	Malta	Wind	0	0		0
2002	Malta	Solar	0	0		0
2002	Malta	Bioenergy	0	0		0
2002	Malta	Other renewables	0	0		0
2002	Malta	Production	2		6	0
2002	Malta	Net imports	0			0
2002	Malta	Demand	2		6	0
2002	Netherlands	Fossil	88	92	2	2
2002	Netherlands	Coal	26	27	2	1
2002	Netherlands	Hard Coal	26	27	2	1
2002	Netherlands	Lignite	0	0		0
2002	Netherlands	Gas	55	58	3	2
2002	Netherlands	Other fossil	7	7	-4	0
2002	Netherlands	Nuclear	4	4	-2	0
2002	Netherlands	Renewables	4	4	20	1
2002	Netherlands	Hydro	0	0	-6	0
2002	Netherlands	Wind and solar	1	1	15	0
2002	Netherlands	Wind	1	1	15	0
2002	Netherlands	Solar	0	0	41	0
2002	Netherlands	Bioenergy	3	3	24	1
2002	Netherlands	Other renewables	0	0		0
2002	Netherlands	Production	96		2	2
2002	Netherlands	Net imports	16		-5	-1
2002	Netherlands	Demand	112		1	1
2002	Poland	Fossil	140	98	-1	-1
2002	Poland	Coal	133	93	-1	-2
2002	Poland	Hard Coal	80	56	-1	0
2002	Poland	Lignite	53	37	-3	-2
2002	Poland	Gas	2	2	62	1
2002	Poland	Other fossil	5	3	-1	0
2002	Poland	Nuclear	0	0		0
2002	Poland	Renewables	3	2	-1	0
2002	Poland	Hydro	2	2	-2	0
2002	Poland	Wind and solar	0	0	336	0
2002	Poland	Wind	0	0	336	0
2002	Poland	Solar	0	0		0
2002	Poland	Bioenergy	0	0	-4	0
2002	Poland	Other renewables	0	0		0
2002	Poland	Production	142		-1	-1
2002	Poland	Net imports	-7		5	0
2002	Poland	Demand	135		-1	-2
2002	Portugal	Fossil	36	79	18	5
2002	Portugal	Coal	15	33	12	2
2002	Portugal	Hard Coal	15	33	12	2
2002	Portugal	Lignite	0	0		0
